Program Name,University Name,City,Country,Tuition Fee,Duration,Average Rating,Review Count,Ranking_Percentage,Program Link
Computer Engineering (Accelerated),Western Michigan University,Michigan,United States,"1,931,656 BDT / year",1 year,4,12,7%,https://www.mastersportal.com/studies/348094/computer-engineering.html?ref=search_card
Artificial Intelligence and Machine Learning,Drexel University,Pennsylvania,United States,,1 year,4.3,160,3%,https://www.mastersportal.com/studies/350653/artificial-intelligence-and-machine-learning.html?ref=search_card
Data Science,University of South Wales,Wales,United Kingdom,"2,710,970 BDT / year",1 year,4.3,116,8%,https://www.mastersportal.com/studies/261052/data-science.html?ref=search_card
International Business Engineering,University of Montpellier,Montpellier,France,"34,251 BDT / year",2 years,4.3,30,2%,https://www.mastersportal.com/studies/356100/international-business-engineering.html?ref=search_card
Digital Culture - Extended Reality Technologies,Arizona State University,N/A,Multiple locations,"3,698,076 BDT / year",1 year,4.3,242,1%,https://www.mastersportal.com/studies/355082/digital-culture-extended-reality-technologies.html?ref=search_card
HCI and Usability Engineering (Research),University Kebangsaan Malaysia,Kuala Lumpur,Malaysia,"834,945 BDT / year",1 year,4.3,41,2%,https://www.mastersportal.com/studies/350449/hci-and-usability-engineering.html?ref=search_card
Data Science (Environmental Analytics),The University of Manchester,England,United Kingdom,"5,373,817 BDT / year",1 year,4,112,0.50%,https://www.mastersportal.com/studies/348706/data-science.html?ref=search_card
Computer Science,York St John University,England,United Kingdom,"1,892,867 BDT / year",1 year,4.2,33,,https://www.mastersportal.com/studies/351522/computer-science.html?ref=search_card
Cybersecurity,Eastern Illinois University,Illinois,United States,"2,214,849 BDT / year",1 year,3.6,11,,https://www.mastersportal.com/studies/349925/cybersecurity.html?ref=search_card
Exploration Systems Design - Systems Engineering,Arizona State University,Arizona,United States,"3,698,076 BDT / year",1 year,4.3,242,1%,https://www.mastersportal.com/studies/334853/exploration-systems-design-systems-engineering.html?ref=search_card
Communications Engineering and Data Science,University of Lisbon,Lisbon,Portugal,"1,127,589 BDT / year",2 years,4.2,270,2%,https://www.mastersportal.com/studies/333419/communications-engineering-and-data-science.html?ref=search_card
Health Informatics - Health Data Science,University of Denver,Colorado,United States,"4,878,127 BDT / year",1½ year,4.7,6,5%,https://www.mastersportal.com/studies/334890/health-informatics-health-data-science.html?ref=search_card
Business Analytics and Information Management,University of Delaware,Delaware,United States,"4,079,728 BDT / year",1 year,4,36,2%,https://www.mastersportal.com/studies/333677/business-analytics-and-information-management.html?ref=search_card
Biophotonics,National Yang Ming Chiao Tung University (NYCU),Taipei,Taiwan,"264,603 BDT / year",1 year,4.5,2,2%,https://www.mastersportal.com/studies/333747/biophotonics.html?ref=search_card
"M2 Genetics, Genomics, Epigenetics and Evolution",Paris-Saclay University,Paris,France,"35,237 BDT / year",1 year,4.1,28,0.50%,https://www.mastersportal.com/studies/334791/m2-genetics-genomics-epigenetics-and-evolution.html?ref=search_card
Business Analytics,University of Houston,Texas,United States,"7,530,681 BDT / year",1 year,4.3,27,2%,https://www.mastersportal.com/studies/331969/business-analytics.html?ref=search_card
Business Analytics,The University of Montana,Montana,United States,"1,645,052 BDT / year",2 years,5,3,7%,https://www.mastersportal.com/studies/341985/business-analytics.html?ref=search_card
M2 Smart Aerospace and Autonomous Systems,Paris-Saclay University,Paris,France,"35,237 BDT / year",1 year,4.1,28,0.50%,https://www.mastersportal.com/studies/334800/m2-smart-aerospace-and-autonomous-systems.html?ref=search_card
Machine Learning,Stevens Institute of Technology,New Jersey,United States,"5,603,655 BDT / year",1 year,4.2,13,4%,https://www.mastersportal.com/studies/332231/machine-learning.html?ref=search_card
"Signal Processing and Machine Learning, Computing Sciences and Electrical Engineering",Tampere University,Tampere,Finland,"1,691,384 BDT / year",2 years,4.2,45,2%,https://www.mastersportal.com/studies/336622/signal-processing-and-machine-learning-computing-sciences-and-electrical-engineering.html?ref=search_card
Computer Science (Accelerated),University of Missouri - Columbia,Missouri,United States,"3,158,987 BDT / year",1 year,4.4,11,2%,https://www.mastersportal.com/studies/335909/computer-science.html?ref=search_card
Mechanical Engineering - Smart Systems,University of Turku,Turku,Finland,"1,691,384 BDT / year",2 years,4.4,34,2%,https://www.mastersportal.com/studies/338367/mechanical-engineering-smart-systems.html?ref=search_card
Software Engineering,University of Alabama Huntsville,Alabama,United States,"3,411,959 BDT / year",1 year,4.3,13,8%,https://www.mastersportal.com/studies/335694/software-engineering.html?ref=search_card
Cybersecurity,University of Pisa,Pisa,Italy,"356,600 BDT / year",2 years,4.1,163,2%,https://www.mastersportal.com/studies/338960/cybersecurity.html?ref=search_card
Data Science,Montana State University,Montana,United States,"3,509,444 BDT / year",2 years,5,3,6%,https://www.mastersportal.com/studies/337335/data-science.html?ref=search_card
Population Health Research,Boston University,Massachusetts,United States,"8,124,118 BDT / year",1 year,4.1,89,0.50%,https://www.mastersportal.com/studies/329083/population-health-research.html?ref=search_card
Computing,Poznan University of Technology,Poznan,Poland,"834,434 BDT / year",1½ year,4.1,48,7%,https://www.mastersportal.com/studies/334006/computing.html?ref=search_card
Cyber and Homeland Security Administration,Fairleigh Dickinson University,New Jersey,United States,"3,061,989 BDT / year",1 year,4,9,,https://www.mastersportal.com/studies/332937/cyber-and-homeland-security-administration.html?ref=search_card
Data Analytics and Computational Social Science,University of Massachusetts Amherst,Massachusetts,United States,"4,541,439 BDT / year",1 year,4.5,12,1%,https://www.mastersportal.com/studies/331111/data-analytics-and-computational-social-science.html?ref=search_card
Data Science and Information Technologies,National and Kapodistrian University of Athens (NKUA),Athens,Greece,"253,708 BDT / year",1½ year,3.9,219,2%,https://www.mastersportal.com/studies/339912/data-science-and-information-technologies.html?ref=search_card
Health Data Analytics and Machine Learning,Imperial,N/A,Multiple locations,"7,218,560 BDT / year",1 year,4.3,56,0.10%,https://www.mastersportal.com/studies/336787/health-data-analytics-and-machine-learning.html?ref=search_card
Remote Sensing and Geographic Information Systems,United Arab Emirates University,Al Ain,United Arab Emirates,"1,493,127 BDT / year",2 years,3.8,10,2%,https://www.mastersportal.com/studies/335096/remote-sensing-and-geographic-information-systems.html?ref=search_card
Software Engineering,United Arab Emirates University,Al Ain,United Arab Emirates,"1,194,502 BDT / year",2 years,3.8,10,2%,https://www.mastersportal.com/studies/335107/software-engineering.html?ref=search_card
Statistics and Data Science,"University of Nevada, Reno",Nevada,United States,"2,270,415 BDT / year",2 years,4.1,14,4%,https://www.mastersportal.com/studies/347226/statistics-and-data-science.html?ref=search_card
User Experience Design,"Technische Hochschule Ingolstadt, THI",Ingolstadt,Germany,"140,949 BDT / year",1½ year,4,20,,https://www.mastersportal.com/studies/333236/user-experience-design.html?ref=search_card
Digital Forensics,University of Central Florida,Florida,United States,"2,801,218 BDT / year",2 years,3.9,54,3%,https://www.mastersportal.com/studies/335831/digital-forensics.html?ref=search_card
Data Science,University of New Haven,Connecticut,United States,"4,568,126 BDT / year",1 year,4.4,24,,https://www.mastersportal.com/studies/340688/data-science.html?ref=search_card
Autonomous Systems,"City, University of London",England,United Kingdom,"3,705,527 BDT / year",1 year,4.2,86,5%,https://www.mastersportal.com/studies/345679/autonomous-systems.html?ref=search_card
Software Systems Development,Tufts University,Massachusetts,United States,"6,576,551 BDT / year",1 year,4.1,72,2%,https://www.mastersportal.com/studies/339452/software-systems-development.html?ref=search_card
Forest Information Technology,Warsaw University of Life Sciences,Warsaw,Poland,Free,2 years,4.1,26,8%,https://www.mastersportal.com/studies/346032/forest-information-technology.html?ref=search_card
Cyber Security,Keele University,England,United Kingdom,"2,839,300 BDT / year",1 year,4.4,22,4%,https://www.mastersportal.com/studies/344083/cyber-security.html?ref=search_card
Education Data Science,Stanford University,California,United States,"3,226,738 BDT / year",2 years,4.1,56,0.10%,https://www.mastersportal.com/studies/317046/education-data-science.html?ref=search_card
High Performance Computing and Quantum Computing,Deggendorf Institute of Technology,Deggendorf,Germany,Free,1½ year,4.2,76,,https://www.mastersportal.com/studies/314609/high-performance-computing-and-quantum-computing.html?ref=search_card
Health Informatics,University of Minnesota,Minnesota,United States,"5,058,473 BDT / year",2 years,4.2,48,3%,https://www.mastersportal.com/studies/318314/health-informatics.html?ref=search_card
Computer Science,London School of Business and Finance Singapore Campus,Singapore,Singapore,"2,040,562 BDT / year",1 year,5,1,,https://www.mastersportal.com/studies/317403/computer-science.html?ref=search_card
Applied Building Information Modelling and Management,Technological University Dublin,England,United Kingdom,"1,141,684 BDT / year",1 year,3.9,90,8%,https://www.mastersportal.com/studies/315326/applied-building-information-modelling-and-management.html?ref=search_card
UX Design,Hussian College Los Angeles,California,United States,"1,246,827 BDT / year",2 years,,,,https://www.mastersportal.com/studies/312046/ux-design.html?ref=search_card
Business Analytics,University of West London,England,United Kingdom,"2,767,115 BDT / year",1 year,4.4,88,,https://www.mastersportal.com/studies/313230/business-analytics.html?ref=search_card
Media Arts and Sciences,University at Buffalo,New York,United States,"3,045,173 BDT / year",1 year,4.3,50,2%,https://www.mastersportal.com/studies/322594/media-arts-and-sciences.html?ref=search_card
Social Scientific Data Analysis,Lund University,Lund,Sweden,"1,598,045 BDT / year",2 years,4.5,111,0.50%,https://www.mastersportal.com/studies/314428/social-scientific-data-analysis.html?ref=search_card
Computational Neuroscience,TU Berlin,Berlin,Germany,Free,2 years,4,60,1%,https://www.mastersportal.com/studies/311231/computational-neuroscience.html?ref=search_card
Computer Science and Technology,Northwestern Polytechnical University,Xi'an,China,"515,992 BDT / year",2½ years,4.1,22,2%,https://www.mastersportal.com/studies/311217/computer-science-and-technology.html?ref=search_card
Computer Science - Artificial Intelligence,Lakehead University,Thunder Bay,Canada,"1,468,687 BDT / year",2 years,4,57,8%,https://www.mastersportal.com/studies/309299/computer-science-artificial-intelligence.html?ref=search_card
Artificial Intelligence,University of East London,England,United Kingdom,"2,685,304 BDT / year",1 year,4.3,165,8%,https://www.mastersportal.com/studies/313390/artificial-intelligence.html?ref=search_card
Computing (Internet Technology and Security),University of Northampton,England,United Kingdom,"2,806,416 BDT / year",1 year,4.2,61,9%,https://www.mastersportal.com/studies/308455/computing.html?ref=search_card
Computer Science (Data Science),Texas State University,Texas,United States,"1,995,996 BDT / year",1 year,4.2,20,9%,https://www.mastersportal.com/studies/305787/computer-science.html?ref=search_card
Digital Innovation Health and Medical Data Analytics,Universidad Politécnica de Madrid (UPM),Madrid,Spain,"710,381 BDT / year",2 years,4.1,52,3%,https://www.mastersportal.com/studies/313507/digital-innovation-health-and-medical-data-analytics.html?ref=search_card
Applied Data Science,University of Göttingen,Göttingen,Germany,Free,2 years,4.3,31,1%,https://www.mastersportal.com/studies/316313/applied-data-science.html?ref=search_card
Data Analytics and Business Economics,Lund University,Lund,Sweden,"1,725,889 BDT / year",1 year,4.5,111,0.50%,https://www.mastersportal.com/studies/314209/data-analytics-and-business-economics.html?ref=search_card
